abandons
coshes
coshers
cosponsors
cossets
costs
costars
costumes
cosies
cotes
cotters
cottons
couches
coughs
counsels
counts
countenances
counters
counter-attacks
counteracts
counterattacks
counterbalances
counterchanges
countercharges
counterclaims
counterfeits
countermands
countermarches
countermines
countermoves
counterplots
counterpoints
counterpoises
counterproposals
counterpunches
countersigns
countersinks
countervails
counterweighs
couples
couriers
courses
courts
court-martials
courtmartials
coves
covenants
covers
coversup
covets
cows
cowers
cowks
cowls
cowps
coxes
cozens
cozies
crabs
cracks
crackles
cradles
cradle-snatches
cradlesnatches
crafts
crams
cramps
cranes
cranks
craps
crashes
crash-dives
crash-dives
crash-lands
crash-tests
crashdives
crashdives
crashlands
crashtests
crates
craters
craunches
craves
crawls
crayons
crazes
creaks
creams
creases
creates
credentials
credits
creeps
creeps
cremates
crenellates
creolises
creolizes
creosotes
crepes
crepitates
crescendoes
crests
crevasses
crews
cribs
cricks
criminalises
criminalizes
criminates
crimps
crimples
crimsons
cringes
crinkles
cripples
crisps
criss-crosses
crisscrosses
criticises
criticizes
critiques
croaks
crochets
crocks
crooks
croons
crops
croquets
crosses
cross-breeds
cross-checks
cross-examines
cross-fades
cross-fertilises
cross-fertilizes
cross-hatches
cross-polinates
cross-posts
cross-questions
cross-refers
crossbreeds
crosschecks
crosscuts
crossexamines
crossfertilises
crossfertilizes
crosshatches
crossindexes
crosspolinates
crosspollinates
crossposts
crossquestions
crossrefers
crossreferences
crossruffs
crossstitches
crouches
croups
crows
crowds
crowdsources
crowns
crucifies
cruises
crumbs
crumbles
crumps
crumples
crunches
crusades
crushes
crusts
crutches
cries
crystallises
crystallizes
cubs
cubes
cuckolds
cuckoos
cuddles
cudgels
cues
cuffs
cuirasses
culls
culminates
cultivates
cultures
cumbers
cumulates
cups
cupels
curarizes
curates
curbs
curds
curdles
cures
curettes
curls
curries
curses
curtails
curtains
curtsies
curves
curvets
cushions
cusses
customises
customizes
cuts
cutbacks
cutinizes
cwtches
cybernates
cycles
cyclostyles
cyphers
dabs
dabbles
dados
daffs
dags
daggers
dallies
dams
damages
damascenes
damasks
damns
damnifies
damps
dampens
dances
danders
dandifies
dandles
dangles
daps
dapples
dares
darks
darkens
darkles
darns
darts
dashes
dates
datelines
daubs
daunts
dawdles
dawns
daydreams'
daydreams
dazes
dazzles
de-horns
de-ices
de-stresses
deactivates
deadens
deadheads
deadlocks
deafens
deals
deaminizes
debags
debars
debarks
debases
debates
debauches
debilitates
debits
debouches
debriefs
debugs
debunks
debuses
debuts
decaffeinates
decals
decalcifies
decamps
decants
decapitates
decarbonates
decarbonises
decarbonises
decarburizes
decays
deceases
deceives
decelerates
decentralises
decentralizes
decerebrates
decerns
decertifies
decides
decimalises
decimalizes
decimates
deciphers
decks
declaims
declares
declasses
declassifies
declines
declutches
declutters
decocts
decodes
decokes
decollates
decolonises
decolonizes
decolours
decommissions
decomposes
decompounds
decompresses
deconsecrates
deconstructs
decontaminates
decontrols
decorates
decorticates
decouples
decoys
decreases
decrees
decrepitates
decribes
decriminalises
decriminalizes
decries
decrypts
decuples
decussates
dedicates
deduces
deducts
deeds
deejays
deeks
deems
deemphasizes
deep fries
deep-fries
deep-sixes
deepens
deepfreezes
deepfries
deepsixes
deescalates
defaces
defalcates
defames
defaults
defeats
defecates
defects
defends
defers
defilades
defiles
defines
deflagrates
deflates
deflects
deflocculates
deflowers
defogs
defoliates
deforces
deforests
deforms
defragments
defrauds
defrays
defriends
defrocks
defrosts
defuses
defuzes
defies
degasses
degausses
degenerates
deglazes
deglutinates
degrades
degreases
degusts
dehisces
dehorns
dehumanises
dehumanizes
dehumidifies
dehydrates
dehydrogenizes
dehypnotizes
deices
deifies
deigns
dejects
delaminates
delates
delays
deles
delegates
deletes
deliberates
delights
delimits
delimits
delineates
deliquesces
delivers
delocalizes
delouses
deludes
deluges
delves
demagnetises
demagnetizes
demagogues
demands
demarcates
dematerializes
demeans
dements
demerges
demilitarises
demilitarizes
demineralises
demineralizes
demises
demists
demits
demos
demobs
demobilises
demobilizes
democratises
democratizes
demodulates
demolishes
demonetizes
demonises
demonizes
demonstrates
demoralises
demoralizes
demotes
demotivates
demounts
demulsifies
demurs
demystifies
demythologizes
dens
denationalises
denationalizes
denaturalizes
denaturizes
denazifies
denigrates
denitrates
denitrifies
denizens
denominates
denotes
denounces
dents
denuclearizes
denudates
denudes
denunciates
denies
deodorises
deodorizes
deoxidizes
deoxygenizes
departs
departmentalises
departmentalizes
depastures
depends
depersonalises
depersonalizes
depicts
depictures
depilates
deplanes
depletes
deplores
deploys
deplumes
depolarizes
depoliticises
depoliticizes
depolymerizes
depones
depopulates
deports
deposes
deposits
depraves
deprecates
depreciates
depredates
depresses
depressurises
depressurizes
deprives
depurates
deputes
deputises
deputizes
deracinates
deraigns
derails
deranges
derates
derations
dereferences
deregisters
deregulates
derequisitions
derestricts
derides
derives
dermabrades
derogates
derricks
desalinizes
desalts
descales
descants
descends
deschools
describes
descries
desecrates
desegregates
deselects
desensitises
desensitizes
deserts
deserves
desexualizes
desiccates
desiderates
designs
designates
desires
desists
deskills
desolates
desorbs
despairs
despatches
despises
despites
despoils
desponds
despumates
desquamates
destabilises
destabilizes
destines
destocks
destresses
destroys
destructs
desulphurizes
detaches
details
detains
detects
deters
deterges
deteriorates
determines
detests
dethrones
detonates
detours
detoxes
detoxicates
detoxifies
detracts
detrains
detribalizes
detrudes
detruncates
deuterates
devalues
devastates
develops
devests
deviates
devils
devises
devitalizes
devitrifies
devoices
devolves
devotes
devours
dews
diabolizes
diadems
diagnoses
diagrams
dials
dialogizes
dialogues
dialyzes
diamonds
diapers
diazotizes
dibs
dibbles
dices
dichotomizes
dicks
dickers
dictates
diddles
dies
die-casts
diets
differs
differentiates
diffracts
diffuses
digs
digests
dights
digitalises
digitalizes
digitises
digitizes
dignifies
digresses
dikes
dilapidates
dilates
dilly-dallies
dillydallies
dilutes
dims
dimensions
dimidiates
diminishes
dimples
dins
dines
dings
dinks
dints
dips
diphthongises
diphthongizes
directs
dirks
dirties
disses
disables
disabuses
disaccords
disaccredits
disaccustoms
disadvantages
disaffects
disaffiliates
disaffirms
disafforests
disagrees
disallows
disambiguates
disannuls
disappears
disappoints
disapproves
disarms
disarranges
disarrays
disarticulates
disassembles
disassociates
disavows
disbands
disbars
disbelieves
disbranches
disbuds
disburdens
disburses
discs
discants
discards
discerns
discharges
disciplines
disclaims
discloses
discolors
discolours
discombobulates
discomfits
discomforts
discommends
discommodes
discommons
discomposes
disconcerts
disconnects
disconsiders
discontents
discontinues
discords
discounts
discountenances
discourages
discourses
discovers
discredits
discriminates
discusses
disdains
disembarks
disembarrasses
disembodies
disembogues
disembowels
disembroils
disenables
disenchants
disencumbers
disendows
disenfranchises
disengages
disentails
disentangles
disenthrals
disentitles
disentombs
disentwines
disestablishes
disesteems
disfavours
disfeatures
disfigures
disforests
disfranchises
disfrocks
disgorges
disgraces
disgruntles
disguises
disgusts
dishes
disheartens
dishevels
dishonours
disillusions
disincentivises
disincentivizes
disinclines
disinfects
disinfests
disinherits
disinhibits
disintegrates
disinters
disinterests
disinvests
disjects
disjoins
disjoints
dislikes
dislimns
dislocates
dislodges
dismantles
dismasts
dismays
dismembers
dismisses
dismounts
disobeys
disobliges
disorders
disorganizes
disorientates
disowns
disparages
dispatches
dispels
dispels
dispends
dispenses
disperses
dispirits
displaces
displants
displays
displeases
displeasures
displodes
disports
disposes
dispossesses
dispraises
disprizes
disproportions
disproportionates
disproves
disputes
disqualifies
disquiets
disrates
disregards
disrelishes
disremembers
disrespects
disrobes
disrupts
disses
dissatisfies
dissects
disseizes
dissembles
disseminates
dissents
dissertates
disserves
disservices
dissevers
dissimilates
dissimulates
dissipates
dissociates
dissolves
dissuades
distances
distastes
distempers
distends
distils
distils
distinguishes
distorts
distracts
distrains
distresses
distributes
districts
distrusts
disturbs
disunites
ditches
dithers
dittos
divagates
divaricates
dives
dives
dive-bombs
divebombs
diverges
diversifies
diverts
divests
divides
divines
divinizes
divorces
divulgates
divulges
divvies
dizens
dizzies
dj's
does
dobs
docks
dockets
doctors
documents
dodders
dodges
doffs
dogs
dog-paddles
dogears
dogmatizes
doles
dolls
dollarises
dollarizes
dollies
domes
domesticates
domesticizes
domicils
dominates
domineers
dons
donates
dongs
doodles
dooms
doors
doorsteps
dops
dopes
doses
dosses
dots
dotes
doubles
double clicks
double-banks
double-books
double-checks
double-clicks
double-crosses
double-dates
double-declutches
double-dips
double-faults
double-glazes
double-parks
double-stops
double-times
doublebogeys
doublebooks
doublechecks
doubleclicks
doublecrosses
doubledates
doubledips
doublefaults
doubleglazes
doubleparks
doublespaces
doubletongues
doubts
douches
douses
dovetails
dows
dowers
downs
downchanges
downgrades
downlinks
downloads
downplays
downscales
downshifts
downsises
downsizes
dowses
dozes
drabs
drabbles
drafts
drags
draggles
drags
dragoons
drains
dramatises
dramatizes
drapes
drats
draughts
draws
drawls
dreads
dreams
dreams
dredges
drees
drenches
dresses
dribbles
drifts
drills
drinks
drips
drip-feeds
dripfeeds
drives
drivels
drizzles
drones
drools
droops
drops
drop-kicks
dropkicks
dropouts
drowns
drowses
drubs
drudges
drugs
drums
dries
dry-cleans
dry-salts
drycleans
drydocks
dubs
ducks
duels
duets
duffs
dukes
dulcifies
dulls
dumbs
dumbfounds
dumfounds
dummies
dumps
duns
dungs
dunks
dunts
dups
dupes
duplicates
dusks
dusts
dwarfs
dwells
dwells
dwindles
dyes
dykes
dynamites
eagles
ears
earbashes
earmarks
earns
earths
earwigs
eases
eats
eavesdrops
ebays
ebbs
ebonizes
echelons
echoes
eclipses
economises
economizes
eddies
edges
edifies
edits
editorialises
editorializes
educates
educes
edulcorates
effs
effaces
effects
effectuates
effervesces
effloresces
effuses
egests
eggs
egosurfs
egotrips'
egresses
ejaculates
ejects
ekes
elaborates
elapses
elasticates
elasticizes
elates
elbows
elects
electioneers
electrifies
electrocutes
electrodeposits
electroforms
electrolyzes
electroplates
electrotypes
elegizes
elevates
elicits
elides
eliminates
eloins
elongates
elopes
elucidates
eludes
elutes
elutriates
emaciates
emails
emanates
emancipates
emasculates
embalms
embanks
embargoes
embarks
embarrasses
embattles
embays
embeds
embellishes
embezzles
embitters
emblazes
emblazons
emblemizes
embodies
emboldens
embosoms
embosses
embows
embowels
embowers
embraces
embrangles
embrocates
embroiders
embroils
embuses
emcees
emends
emerges
emigrates
emits
emotes
emotionalizes
empanels
empathises
empathizes
emphasises
emphasizes
emplaces
emplanes
employs
empoisons
empowers
empts
empties
emulates
emulsifies
enables
enacts
enamels
enamours
encages
encamps
encapsulates
encarnalizes
encases
encashes
enchains
enchants
enchases
enciphers
encircles
enclasps
encloses
encodes
encompasses
encores
encounters
encourages
encroaches
encrypts
encumbers
encysts
ends
endamages
endangers
endears
endeavours
endorses
endows
endures
energises
energizes
enervates
enfaces
enfeebles
enfeoffs
enfilades
enfolds
enforces
enfranchises
engages
engenders
engineers
engluts
engorges
engrails
engraves
engrosses
engulfs
enhances
enigmatizes
enisles
enjoins
enjoys
enkindles
enlaces
enlarges
enlightens
enlists
enlivens
enmeshes
ennobles
enounces
enplanes
enquires
enrages
enraptures
enriches
enrobes
enrols
enrols
enroots
ensanguines
ensconces
enshrines
enshrinshrines
enshrouds
ensiles
enslaves
ensnares
ensues
ensures
enswathes
entails
entangles
enters
entertains
enthrals
enthrals
enthrones
enthuses
entices
entitles
entoils
entombs
entomologizes
entrains
entrammels
entrances
entraps
entreats
entrenches
entrusts
entwines
entwintwines
enucleates
enumerates
enunciates
envelops
envenoms
environs
envisages
envisions
envies
enwinds
enwombs
enwraps
enwreaths
epigrammatizes
epilates
epitomises
epitomizes
equals
equalises
equalizes
equates
equilibrates
equips
equipoises
equiponderates
equivocates
eradiates
eradicates
erases
erects
erodes
errs
eructs
erupts
escalades
escalates
escallops
escapes
escarps
escheats
eschews
escorts
escribes
espaliers
espouses
espies
esquires
essays
establishes
esteems
esterifies
estimates
estivates
estops
estranges
estreats
etches
eternizes
etherealizes
etherifies
etherizes
ethicizes
etiolates
etymologizes
euchres
euhemerizes
eulogises
eulogizes
euphemizes
euphonizes
europeanises
europeanizes
euthanises
euthanizes
evacuates
evades
evaginates
evaluates
evanesces
evangelises
evangelizes
evanishes
evaporates
evens
eventuates
everts
evicts
evidences
evinces
eviscerates
evites
evokes
evolves
exacerbates
exacts
exaggerates
exalts
examines
exasperates
excavates
exceeds
excels
excepts
excerpts
exchanges
excides
excises
excites
exclaims
excludes
excogitates
excommunicates
excorciates
excoriates
excretes
excruciates
exculpates
excuses
execrates
executes
exemplifies
exempts
exenterates
exercises
exerts
exfoliates
exhales
exhausts
exhibits
exhilarates
exhorts
exhumes
exiles
exists
exits
exonerates
exorcises
exorcizes
expands
expatiates
expatriates
expects
expectorates
expedites
expels
expends
expenses
